user_id,movie_id,movie_name,rating
95,8,The Matrix,2
34,6,Inception,3
50,1,The Shawshank Redemption,4
5,9,Goodfellas,1
47,7,Fight Club,5
85,2,The Godfather,3
51,7,Fight Club,4
98,6,Inception,2
98,2,The Godfather,3
51,2,The Godfather,4
38,1,The Shawshank Redemption,4
30,7,Fight Club,2
51,1,The Shawshank Redemption,5
29,4,Pulp Fiction,2
56,1,The Shawshank Redemption,2
17,4,Pulp Fiction,5
34,6,Inception,5
66,3,The Dark Knight,1
23,7,Fight Club,3
16,8,The Matrix,4
4,8,The Matrix,1
67,3,The Dark Knight,3
93,2,The Godfather,5
51,3,The Dark Knight,5
5,2,The Godfather,4
42,6,Inception,5
70,1,The Shawshank Redemption,5
12,10,The Lord of the Rings: The Return of the King,2
49,10,The Lord of the Rings: The Return of the King,5
27,9,Goodfellas,2
47,9,Goodfellas,3
63,1,The Shawshank Redemption,2
36,1,The Shawshank Redemption,1
99,4,Pulp Fiction,2
28,7,Fight Club,2
26,8,The Matrix,3
7,3,The Dark Knight,3
18,10,The Lord of the Rings: The Return of the King,3
15,9,Goodfellas,5
28,10,The Lord of the Rings: The Return of the King,1
17,7,Fight Club,2
44,9,Goodfellas,1
13,4,Pulp Fiction,1
68,10,The Lord of the Rings: The Return of the King,3
18,4,Pulp Fiction,2
8,8,The Matrix,1
83,10,The Lord of the Rings: The Return of the King,1
6,4,Pulp Fiction,2
64,2,The Godfather,3
56,6,Inception,5
33,5,Forrest Gump,5
70,6,Inception,4
94,8,The Matrix,1
3,3,The Dark Knight,5
36,8,The Matrix,2
84,4,Pulp Fiction,1
94,8,The Matrix,3
62,9,Goodfellas,2
79,8,The Matrix,2
51,5,Forrest Gump,2
68,3,The Dark Knight,4
97,4,Pulp Fiction,1
12,1,The Shawshank Redemption,2
14,6,Inception,5
11,4,Pulp Fiction,5
3,1,The Shawshank Redemption,2
10,5,Forrest Gump,2
44,2,The Godfather,5
40,2,The Godfather,4
65,5,Forrest Gump,1
17,9,Goodfellas,3
15,8,The Matrix,3
94,1,The Shawshank Redemption,5
62,2,The Godfather,5
75,9,Goodfellas,2
76,3,The Dark Knight,3
1,8,The Matrix,4
64,8,The Matrix,3
14,3,The Dark Knight,5
37,5,Forrest Gump,3
78,10,The Lord of the Rings: The Return of the King,4
89,10,The Lord of the Rings: The Return of the King,1
18,8,The Matrix,3
38,1,The Shawshank Redemption,1
25,1,The Shawshank Redemption,1
66,5,Forrest Gump,3
39,3,The Dark Knight,3
7,3,The Dark Knight,2
64,4,Pulp Fiction,5
33,4,Pulp Fiction,3
36,6,Inception,1
97,5,Forrest Gump,3
55,1,The Shawshank Redemption,4
86,2,The Godfather,2
5,10,The Lord of the Rings: The Return of the King,1
38,4,Pulp Fiction,5
88,4,Pulp Fiction,5
8,5,Forrest Gump,5
47,4,Pulp Fiction,4
45,2,The Godfather,3
95,3,The Dark Knight,3
36,4,Pulp Fiction,2
43,5,Forrest Gump,4
11,10,The Lord of the Rings: The Return of the King,2
46,10,The Lord of the Rings: The Return of the King,5
62,2,The Godfather,1
97,8,The Matrix,4
43,4,Pulp Fiction,4
5,8,The Matrix,5
72,10,The Lord of the Rings: The Return of the King,1
92,10,The Lord of the Rings: The Return of the King,1
51,8,The Matrix,1
86,7,Fight Club,1
46,5,Forrest Gump,5
90,4,Pulp Fiction,1
1,6,Inception,3
40,5,Forrest Gump,1
53,9,Goodfellas,2
52,9,Goodfellas,5
26,9,Goodfellas,3
63,4,Pulp Fiction,1
90,6,Inception,2
7,2,The Godfather,3
34,1,The Shawshank Redemption,3
59,3,The Dark Knight,1
71,4,Pulp Fiction,5
88,1,The Shawshank Redemption,1
29,6,Inception,2
28,2,The Godfather,5
49,7,Fight Club,1
84,9,Goodfellas,1
20,6,Inception,4
63,8,The Matrix,1
71,1,The Shawshank Redemption,5
94,7,Fight Club,3
56,3,The Dark Knight,5
49,8,The Matrix,3
18,1,The Shawshank Redemption,3
47,2,The Godfather,2
92,1,The Shawshank Redemption,2
94,6,Inception,3
63,4,Pulp Fiction,1
8,7,Fight Club,3
32,10,The Lord of the Rings: The Return of the King,2
83,2,The Godfather,4
97,7,Fight Club,4
32,2,The Godfather,5
8,1,The Shawshank Redemption,1
67,8,The Matrix,3
72,6,Inception,1
67,3,The Dark Knight,1
92,8,The Matrix,2
35,8,The Matrix,3
16,4,Pulp Fiction,4
37,6,Inception,5
14,7,Fight Club,2
7,10,The Lord of the Rings: The Return of the King,1
23,5,Forrest Gump,3
19,4,Pulp Fiction,5
60,2,The Godfather,2
1,5,Forrest Gump,4
11,10,The Lord of the Rings: The Return of the King,2
67,7,Fight Club,4
20,5,Forrest Gump,5
38,9,Goodfellas,2
53,3,The Dark Knight,4
86,8,The Matrix,1
74,8,The Matrix,3
87,1,The Shawshank Redemption,2
81,9,Goodfellas,2
25,7,Fight Club,1
22,4,Pulp Fiction,2
58,2,The Godfather,5
75,6,Inception,2
85,10,The Lord of the Rings: The Return of the King,4
41,6,Inception,2
17,5,Forrest Gump,1
76,7,Fight Club,5
86,5,Forrest Gump,3
57,6,Inception,3
40,2,The Godfather,4
53,7,Fight Club,2
45,1,The Shawshank Redemption,2
85,10,The Lord of the Rings: The Return of the King,2
54,1,The Shawshank Redemption,3
53,4,Pulp Fiction,3
26,5,Forrest Gump,3
40,4,Pulp Fiction,1
59,7,Fight Club,3
54,2,The Godfather,5
56,1,The Shawshank Redemption,2
36,4,Pulp Fiction,3
99,4,Pulp Fiction,3
81,2,The Godfather,1
26,2,The Godfather,5
73,9,Goodfellas,1
1,9,Goodfellas,5
43,8,The Matrix,2
25,7,Fight Club,3
3,2,The Godfather,5
44,3,The Dark Knight,2
12,3,The Dark Knight,5
44,1,The Shawshank Redemption,5
17,10,The Lord of the Rings: The Return of the King,1
55,1,The Shawshank Redemption,4
62,8,The Matrix,3
8,5,Forrest Gump,1
87,5,Forrest Gump,1
82,9,Goodfellas,4
15,10,The Lord of the Rings: The Return of the King,1
26,10,The Lord of the Rings: The Return of the King,1
23,10,The Lord of the Rings: The Return of the King,5
86,10,The Lord of the Rings: The Return of the King,5
7,9,Goodfellas,3
48,8,The Matrix,2
59,7,Fight Club,5
82,4,Pulp Fiction,3
18,10,The Lord of the Rings: The Return of the King,1
14,8,The Matrix,3
60,2,The Godfather,3
37,8,The Matrix,2
55,7,Fight Club,4
39,8,The Matrix,1
4,6,Inception,1
13,2,The Godfather,1
16,10,The Lord of the Rings: The Return of the King,4
66,7,Fight Club,3
42,2,The Godfather,3
13,2,The Godfather,3
39,4,Pulp Fiction,5
62,1,The Shawshank Redemption,5
62,5,Forrest Gump,4
57,8,The Matrix,4
10,9,Goodfellas,4
5,1,The Shawshank Redemption,1
3,8,The Matrix,2
68,2,The Godfather,5
25,1,The Shawshank Redemption,5
79,9,Goodfellas,1
88,4,Pulp Fiction,4
59,10,The Lord of the Rings: The Return of the King,5
61,5,Forrest Gump,3
70,7,Fight Club,3
62,2,The Godfather,1
71,4,Pulp Fiction,4
59,8,The Matrix,4
93,6,Inception,5
74,2,The Godfather,1
90,9,Goodfellas,1
3,8,The Matrix,5
5,6,Inception,1
9,3,The Dark Knight,4
61,10,The Lord of the Rings: The Return of the King,3
50,2,The Godfather,1
88,3,The Dark Knight,3
13,8,The Matrix,5
89,9,Goodfellas,4
14,5,Forrest Gump,2
11,9,Goodfellas,3
92,9,Goodfellas,3
25,2,The Godfather,4
42,9,Goodfellas,1
5,2,The Godfather,4
79,6,Inception,3
5,10,The Lord of the Rings: The Return of the King,2
70,5,Forrest Gump,4
48,5,Forrest Gump,5
81,2,The Godfather,5
96,3,The Dark Knight,2
67,8,The Matrix,2
40,1,The Shawshank Redemption,3
80,8,The Matrix,4
97,9,Goodfellas,5
45,9,Goodfellas,5
42,4,Pulp Fiction,3
38,7,Fight Club,5
45,10,The Lord of the Rings: The Return of the King,1
31,7,Fight Club,2
10,5,Forrest Gump,2
100,2,The Godfather,5
93,7,Fight Club,2
96,1,The Shawshank Redemption,1
17,8,The Matrix,2
60,8,The Matrix,5
35,6,Inception,3
30,7,Fight Club,2
96,2,The Godfather,4
60,5,Forrest Gump,5
22,4,Pulp Fiction,4
96,4,Pulp Fiction,2
68,1,The Shawshank Redemption,4
22,1,The Shawshank Redemption,2
65,6,Inception,2
82,2,The Godfather,5
76,4,Pulp Fiction,3
99,4,Pulp Fiction,5
76,7,Fight Club,5
11,1,The Shawshank Redemption,3
75,10,The Lord of the Rings: The Return of the King,2
98,2,The Godfather,5
4,1,The Shawshank Redemption,3
13,9,Goodfellas,5
29,4,Pulp Fiction,2
47,4,Pulp Fiction,3
27,3,The Dark Knight,1
56,5,Forrest Gump,5
59,4,Pulp Fiction,3
57,5,Forrest Gump,3
1,10,The Lord of the Rings: The Return of the King,4
38,2,The Godfather,5
35,1,The Shawshank Redemption,1
24,2,The Godfather,4
80,8,The Matrix,4
46,9,Goodfellas,1
93,5,Forrest Gump,3
46,2,The Godfather,4
71,3,The Dark Knight,5
64,5,Forrest Gump,4
3,4,Pulp Fiction,1
94,7,Fight Club,1
84,4,Pulp Fiction,1
38,9,Goodfellas,4
63,6,Inception,5
2,8,The Matrix,3
64,1,The Shawshank Redemption,5
18,2,The Godfather,3
45,9,Goodfellas,1
41,8,The Matrix,3
86,3,The Dark Knight,1
17,9,Goodfellas,4
20,1,The Shawshank Redemption,2
40,2,The Godfather,4
97,2,The Godfather,1
33,9,Goodfellas,5
30,1,The Shawshank Redemption,5
26,6,Inception,2
38,7,Fight Club,2
46,10,The Lord of the Rings: The Return of the King,2
15,2,The Godfather,2
44,1,The Shawshank Redemption,3
61,3,The Dark Knight,3
6,9,Goodfellas,1
95,9,Goodfellas,2
76,8,The Matrix,2
92,4,Pulp Fiction,3
7,4,Pulp Fiction,4
6,10,The Lord of the Rings: The Return of the King,2
3,9,Goodfellas,4
14,2,The Godfather,4
87,9,Goodfellas,5
19,7,Fight Club,4
45,8,The Matrix,5
53,7,Fight Club,3
44,2,The Godfather,2
83,6,Inception,5
96,8,The Matrix,1
59,3,The Dark Knight,4
74,3,The Dark Knight,3
61,6,Inception,1
7,1,The Shawshank Redemption,5
31,10,The Lord of the Rings: The Return of the King,5
24,4,Pulp Fiction,5
4,4,Pulp Fiction,4
24,2,The Godfather,1
51,9,Goodfellas,4
98,4,Pulp Fiction,2
79,2,The Godfather,4
6,7,Fight Club,2
58,6,Inception,5
12,3,The Dark Knight,5
18,8,The Matrix,5
15,1,The Shawshank Redemption,3
26,8,The Matrix,4
94,7,Fight Club,2
44,2,The Godfather,5
69,6,Inception,5
41,6,Inception,4
14,8,The Matrix,1
84,2,The Godfather,1
89,9,Goodfellas,4
66,3,The Dark Knight,5
5,1,The Shawshank Redemption,4
56,4,Pulp Fiction,5
23,10,The Lord of the Rings: The Return of the King,3
14,10,The Lord of the Rings: The Return of the King,5
10,9,Goodfellas,1
5,4,Pulp Fiction,3
76,1,The Shawshank Redemption,1
64,6,Inception,4
28,9,Goodfellas,3
37,5,Forrest Gump,4
37,1,The Shawshank Redemption,1
44,8,The Matrix,4
79,6,Inception,4
61,4,Pulp Fiction,2
78,2,The Godfather,1
37,4,Pulp Fiction,2
29,1,The Shawshank Redemption,3
70,5,Forrest Gump,5
59,5,Forrest Gump,1
51,10,The Lord of the Rings: The Return of the King,4
53,2,The Godfather,3
43,2,The Godfather,1
50,9,Goodfellas,3
50,7,Fight Club,4
38,4,Pulp Fiction,5
52,2,The Godfather,2
8,2,The Godfather,5
1,7,Fight Club,5
96,6,Inception,5
86,2,The Godfather,1
55,7,Fight Club,2
43,10,The Lord of the Rings: The Return of the King,2
82,1,The Shawshank Redemption,2
8,8,The Matrix,1
76,8,The Matrix,1
46,4,Pulp Fiction,1
1,3,The Dark Knight,5
48,5,Forrest Gump,1
90,2,The Godfather,2
64,6,Inception,1
33,9,Goodfellas,1
48,9,Goodfellas,5
77,9,Goodfellas,3
68,2,The Godfather,5
4,6,Inception,3
70,2,The Godfather,2
13,9,Goodfellas,3
75,1,The Shawshank Redemption,1
85,1,The Shawshank Redemption,4
71,5,Forrest Gump,3
60,9,Goodfellas,1
49,1,The Shawshank Redemption,3
44,6,Inception,2
11,3,The Dark Knight,2
66,9,Goodfellas,3
85,10,The Lord of the Rings: The Return of the King,2
70,5,Forrest Gump,5
26,9,Goodfellas,4
5,2,The Godfather,5
79,4,Pulp Fiction,3
48,7,Fight Club,2
43,5,Forrest Gump,3
80,5,Forrest Gump,4
15,9,Goodfellas,4
75,3,The Dark Knight,4
21,6,Inception,3
34,4,Pulp Fiction,5
52,3,The Dark Knight,2
36,2,The Godfather,2
49,4,Pulp Fiction,2
89,7,Fight Club,4
74,7,Fight Club,5
31,7,Fight Club,1
42,10,The Lord of the Rings: The Return of the King,4
84,4,Pulp Fiction,1
44,8,The Matrix,5
47,7,Fight Club,5
86,9,Goodfellas,2
9,10,The Lord of the Rings: The Return of the King,2
42,8,The Matrix,1
26,5,Forrest Gump,4
50,8,The Matrix,3
100,7,Fight Club,2
89,2,The Godfather,3
36,10,The Lord of the Rings: The Return of the King,1
55,2,The Godfather,5
47,1,The Shawshank Redemption,3
98,1,The Shawshank Redemption,5
81,6,Inception,5
15,3,The Dark Knight,4
71,10,The Lord of the Rings: The Return of the King,1
78,9,Goodfellas,1
2,3,The Dark Knight,5
18,3,The Dark Knight,2
39,9,Goodfellas,1
75,7,Fight Club,4
46,3,The Dark Knight,4
90,6,Inception,2
32,7,Fight Club,5
36,8,The Matrix,5
97,4,Pulp Fiction,3
73,8,The Matrix,1
70,9,Goodfellas,4
13,1,The Shawshank Redemption,4
2,5,Forrest Gump,4
27,5,Forrest Gump,2
67,6,Inception,4
58,3,The Dark Knight,2
87,2,The Godfather,1
35,2,The Godfather,4
8,6,Inception,4
58,4,Pulp Fiction,5
77,9,Goodfellas,2
62,9,Goodfellas,4
17,8,The Matrix,4
3,7,Fight Club,4
5,4,Pulp Fiction,4
65,9,Goodfellas,5
84,6,Inception,2
72,7,Fight Club,1
16,6,Inception,4
98,4,Pulp Fiction,1
23,2,The Godfather,5
66,9,Goodfellas,5
2,9,Goodfellas,1
65,3,The Dark Knight,4
62,7,Fight Club,2
68,2,The Godfather,3
22,6,Inception,4
12,1,The Shawshank Redemption,2
38,2,The Godfather,5
35,8,The Matrix,2
30,6,Inception,3
80,7,Fight Club,4
14,9,Goodfellas,5
35,2,The Godfather,3
2,3,The Dark Knight,2
78,4,Pulp Fiction,2
10,9,Goodfellas,2
25,6,Inception,1
36,1,The Shawshank Redemption,5
52,3,The Dark Knight,3
41,6,Inception,1
13,5,Forrest Gump,2
8,5,Forrest Gump,2
68,9,Goodfellas,4
45,4,Pulp Fiction,2
93,6,Inception,5
43,2,The Godfather,4
23,3,The Dark Knight,3
5,3,The Dark Knight,2
10,9,Goodfellas,2
11,2,The Godfather,5
31,8,The Matrix,1
87,3,The Dark Knight,1
99,5,Forrest Gump,1
28,3,The Dark Knight,4
97,4,Pulp Fiction,4
40,1,The Shawshank Redemption,5
52,4,Pulp Fiction,4
38,7,Fight Club,2
63,5,Forrest Gump,4
63,3,The Dark Knight,3
92,6,Inception,5
86,5,Forrest Gump,2
62,5,Forrest Gump,5
10,7,Fight Club,2
39,5,Forrest Gump,1
13,5,Forrest Gump,2
85,5,Forrest Gump,2
45,4,Pulp Fiction,1
99,1,The Shawshank Redemption,4
11,5,Forrest Gump,4
55,5,Forrest Gump,2
68,2,The Godfather,4
82,8,The Matrix,3
93,4,Pulp Fiction,5
38,10,The Lord of the Rings: The Return of the King,5
42,1,The Shawshank Redemption,1
64,1,The Shawshank Redemption,1
41,1,The Shawshank Redemption,2
60,1,The Shawshank Redemption,2
58,8,The Matrix,5
28,7,Fight Club,2
8,6,Inception,1
79,1,The Shawshank Redemption,4
87,8,The Matrix,5
83,5,Forrest Gump,4
65,7,Fight Club,5
8,8,The Matrix,1
87,1,The Shawshank Redemption,5
51,8,The Matrix,3
24,1,The Shawshank Redemption,5
20,5,Forrest Gump,2
31,4,Pulp Fiction,3
52,3,The Dark Knight,3
28,3,The Dark Knight,3
58,5,Forrest Gump,5
94,6,Inception,2
38,1,The Shawshank Redemption,1
73,2,The Godfather,2
67,1,The Shawshank Redemption,4
68,9,Goodfellas,1
89,10,The Lord of the Rings: The Return of the King,2
10,5,Forrest Gump,4
12,8,The Matrix,2
13,5,Forrest Gump,4
98,10,The Lord of the Rings: The Return of the King,1
40,2,The Godfather,1
25,8,The Matrix,3
78,10,The Lord of the Rings: The Return of the King,1
22,4,Pulp Fiction,4
85,3,The Dark Knight,1
21,3,The Dark Knight,2
32,7,Fight Club,1
12,9,Goodfellas,2
21,5,Forrest Gump,4
96,6,Inception,3
89,6,Inception,4
29,2,The Godfather,2
29,5,Forrest Gump,4
27,2,The Godfather,3
23,8,The Matrix,4
77,6,Inception,3
37,1,The Shawshank Redemption,3
63,6,Inception,3
23,7,Fight Club,4
25,5,Forrest Gump,2
58,8,The Matrix,1
5,3,The Dark Knight,1
4,8,The Matrix,3
96,10,The Lord of the Rings: The Return of the King,2
89,10,The Lord of the Rings: The Return of the King,5
46,7,Fight Club,3
27,2,The Godfather,1
13,9,Goodfellas,4
36,6,Inception,2
90,10,The Lord of the Rings: The Return of the King,4
81,9,Goodfellas,2
53,9,Goodfellas,4
75,3,The Dark Knight,3
58,4,Pulp Fiction,5
4,4,Pulp Fiction,2
24,6,Inception,3
26,5,Forrest Gump,5
54,8,The Matrix,5
74,6,Inception,4
60,9,Goodfellas,5
20,1,The Shawshank Redemption,4
93,3,The Dark Knight,5
80,10,The Lord of the Rings: The Return of the King,4
4,8,The Matrix,2
30,2,The Godfather,3
31,3,The Dark Knight,1
63,3,The Dark Knight,5
76,10,The Lord of the Rings: The Return of the King,5
31,4,Pulp Fiction,3
48,4,Pulp Fiction,1
55,1,The Shawshank Redemption,2
63,4,Pulp Fiction,1
92,9,Goodfellas,4
45,1,The Shawshank Redemption,1
70,4,Pulp Fiction,4
47,6,Inception,4
75,7,Fight Club,1
90,5,Forrest Gump,1
61,10,The Lord of the Rings: The Return of the King,2
3,1,The Shawshank Redemption,5
70,1,The Shawshank Redemption,3
51,5,Forrest Gump,3
42,3,The Dark Knight,2
69,5,Forrest Gump,4
49,5,Forrest Gump,2
64,5,Forrest Gump,4
70,10,The Lord of the Rings: The Return of the King,4
39,2,The Godfather,3
1,8,The Matrix,1
100,6,Inception,1
54,9,Goodfellas,4
24,9,Goodfellas,4
85,8,The Matrix,4
30,6,Inception,4
7,3,The Dark Knight,4
14,8,The Matrix,2
80,6,Inception,2
89,6,Inception,4
73,4,Pulp Fiction,3
84,2,The Godfather,2
57,5,Forrest Gump,4
50,1,The Shawshank Redemption,3
7,6,Inception,2
32,8,The Matrix,3
20,8,The Matrix,5
42,10,The Lord of the Rings: The Return of the King,4
14,9,Goodfellas,5
58,5,Forrest Gump,2
69,3,The Dark Knight,2
37,8,The Matrix,1
19,3,The Dark Knight,1
85,9,Goodfellas,5
41,1,The Shawshank Redemption,2
68,10,The Lord of the Rings: The Return of the King,1
71,6,Inception,1
81,8,The Matrix,5
61,2,The Godfather,4
58,9,Goodfellas,1
17,2,The Godfather,2
65,10,The Lord of the Rings: The Return of the King,5
5,2,The Godfather,1
66,10,The Lord of the Rings: The Return of the King,2
16,3,The Dark Knight,5
39,6,Inception,4
88,8,The Matrix,4
59,10,The Lord of the Rings: The Return of the King,3
64,3,The Dark Knight,1
64,7,Fight Club,5
20,10,The Lord of the Rings: The Return of the King,4
86,8,The Matrix,5
79,6,Inception,4
92,9,Goodfellas,2
28,10,The Lord of the Rings: The Return of the King,1
63,2,The Godfather,1
3,8,The Matrix,4
97,10,The Lord of the Rings: The Return of the King,4
99,6,Inception,4
23,9,Goodfellas,3
50,3,The Dark Knight,5
51,8,The Matrix,4
74,8,The Matrix,4
92,9,Goodfellas,4
85,8,The Matrix,1
47,8,The Matrix,2
42,4,Pulp Fiction,4
2,7,Fight Club,3
3,2,The Godfather,3
40,6,Inception,1
92,1,The Shawshank Redemption,5
32,5,Forrest Gump,4
94,6,Inception,3
32,9,Goodfellas,4
11,7,Fight Club,1
63,7,Fight Club,5
21,2,The Godfather,4
28,6,Inception,2
95,7,Fight Club,3
69,9,Goodfellas,3
97,4,Pulp Fiction,1
20,2,The Godfather,2
5,3,The Dark Knight,5
92,9,Goodfellas,4
50,6,Inception,3
60,9,Goodfellas,3
66,9,Goodfellas,5
88,2,The Godfather,3
76,10,The Lord of the Rings: The Return of the King,5
28,8,The Matrix,2
62,1,The Shawshank Redemption,5
35,4,Pulp Fiction,2
41,3,The Dark Knight,2
58,9,Goodfellas,1
69,3,The Dark Knight,1
84,2,The Godfather,2
99,8,The Matrix,4
47,7,Fight Club,1
20,1,The Shawshank Redemption,3
